name,href
Jeffrey Tate,/frasi-di/jeffrey-tate/
Jacques Tati,/frasi-di/jacques-tati/
Channing Tatum,/frasi-di/channing-tatum/
Jack Tatum,/frasi-di/jack-tatum/
Audrey Tautou,/frasi-di/audrey-tautou/
Raffaella Tavan,/frasi-di/raffaella-tavan/
Paola Tavella,/frasi-di/paola-tavella/
Italo Tavolato,/frasi-di/italo-tavolato/
Richard Henry Tawney,/frasi-di/richard-henry-tawney/
Alan John Percival Taylor,/frasi-di/alan-john-percival-taylor/
Bayard Taylor,/frasi-di/bayard-taylor/
Bert Leston Taylor,/frasi-di/bert-leston-taylor/
Finn Taylor,/frasi-di/finn-taylor/
Harold Taylor,/frasi-di/harold-taylor/
Henry Taylor,/frasi-di/henry-taylor/
Holland Taylor,/frasi-di/holland-taylor/
Jeremy Taylor,/frasi-di/jeremy-taylor/
John Taylor,/frasi-di/john-taylor/
Liz Taylor,/frasi-di/elizabeth-taylor/
Taylor Mega,/frasi-di/taylor-mega/
Tate Taylor,/frasi-di/tate-taylor/
Zachary Taylor,/frasi-di/zachary-taylor/
Aaron Taylor-Johnson,/frasi-di/aaron-taylor-johnson/
Sam Taylor-Wood,/frasi-di/sam-taylor-wood/
Pyotr Ilyich Tchaikovsky,/frasi-di/pyotr-ilyich-tchaikovsky/
Edwin Way Teale,/frasi-di/edwin-way-teale/
Sara Teasdale,/frasi-di/sara-teasdale/
Maurizio Tecli,/frasi-di/maurizio-tecli/
Tecumseh,/frasi-di/tecumseh/
Folke Tegetthoff,/frasi-di/folke-tegetthoff/
Max Erik Tegmark,/frasi-di/max-erik-tegmark/
Pierre Teilhard de Chardin,/frasi-di/pierre-teilhard-de-chardin/
Tarun J. Tejpal,/frasi-di/tarun-j-tejpal/
Luca Telese,/frasi-di/luca-telese/
Edward Teller,/frasi-di/edward-teller/
Janne Teller,/frasi-di/janne-teller/
Themistocles,/frasi-di/temistocle/
Shirley Temple,/frasi-di/shirley-temple/
Sir William Temple,/frasi-di/william-temple/
John Marks Templeton,/frasi-di/john-marks-templeton/
Corrie ten Boom,/frasi-di/corrie-ten-boom/
Luigi Tenco,/frasi-di/luigi-tenco/
Lord Alfred Tennyson,/frasi-di/alfred-tennyson/
Judy Tenuta,/frasi-di/judy-tenuta/
Teo Teocoli,/frasi-di/teo-teocoli/
Theocritus,/frasi-di/teocrito/
Teofane il Recluso,/frasi-di/georgij-vasilievic-govorov/
Theophrastus,/frasi-di/teofrasto/
Theognis of Megara,/frasi-di/teognide/
Terence Trent D'Arby,/frasi-di/terence-trent-darby/
Terence,/frasi-di/afro-terenzio/
Saint Teresa of Avila,/frasi-di/teresa-of-avila/
Saint Thérèse of Lisieux,/frasi-di/teresa-di-lisieux/
Studs Terkel,/frasi-di/louis-terkel/
Frederick Emmons Terman,/frasi-di/frederick-emmons-terman/
Ellen Terry,/frasi-di/ellen-terry/
John Terry,/frasi-di/john-terry/
Tertullian,/frasi-di/quinto-settimio-tertulliano/
Tiziano Terzani,/frasi-di/tiziano-terzani/
Emanuele Tesauro,/frasi-di/emanuele-tesauro/
Nikola Tesla,/frasi-di/nikola-tesla/
Delio Tessa,/frasi-di/delio-tessa/
Sylvain Tesson,/frasi-di/sylvain-tesson/
Annamaria Testa,/frasi-di/annamaria-testa/
Osamu Tezuka,/frasi-di/osamu-tezuka/
William Makepeace Thackeray,/frasi-di/william-makepeace-thackeray/
Irving Thalberg,/frasi-di/irving-thalberg/
Bob Thaves,/frasi-di/bob-thaves/
the Brain,/frasi-di/arnold-the-brain-rothstein/
The Edge,/frasi-di/the-edge/
The Rock,/frasi-di/the-rock/
Joe Theisman,/frasi-di/joe-theisman/
Taki Theodoracopulos,/frasi-di/taki-theodoracopulos/
Theresa May,/frasi-di/theresa-may/
Charlize Theron,/frasi-di/charlize-theron/
Paul Edward Theroux,/frasi-di/paul-edward-theroux/
David Thewlis,/frasi-di/david-thewlis/
Edmond Thiaudière,/frasi-di/edmond-thiaudiere/
Gustave Thibon,/frasi-di/gustave-thibon/
Frank Thiess,/frasi-di/frank-thiess/
Sue Patton Thoele,/frasi-di/sue-patton-thoele/
Bodie Thoene,/frasi-di/bodie-thoene/
René Thom,/frasi-di/rene-thom/
Georg Thomalla,/frasi-di/georg-thomalla/
Clarence Thomas,/frasi-di/clarence-thomas/
Danny Thomas,/frasi-di/danny-thomas/
Debi Thomas,/frasi-di/debi-thomas/
Edward Donnall Thomas,/frasi-di/edward-donnall-thomas/
Gwyn Thomas,/frasi-di/gwyn-thomas/
Henry Thomas,/frasi-di/henry-thomas/
Irene Thomas,/frasi-di/irene-thomas/
Lewis Thomas,/frasi-di/lewis-thomas/
Louis Thomas,/frasi-di/louis-thomas/
Marlo Thomas,/frasi-di/marlo-thomas/
Norman Thomas,/frasi-di/norman-thomas/
Ronald Stuart Thomas,/frasi-di/ronald-stuart-thomas/
Wallace Thomas,/frasi-di/wallace-thomas/
D'Arcy Wentworth Thompson,/frasi-di/darcy-wentworth-thompson/
Dan Thompson,/frasi-di/dan-thompson/
Dorothy Thompson,/frasi-di/dorothy-thompson/
Emma Thompson,/frasi-di/emma-thompson/
Ernest Thompson,/frasi-di/ernest-thompson/
Francis Thompson,/frasi-di/francis-thompson/
Fred Thompson,/frasi-di/fred-thompson/
Hunter S. Thompson,/frasi-di/hunter-s-thompson/
Lea Thompson,/frasi-di/lea-thompson/
Stephanie Thompson,/frasi-di/stephanie-thompson/
Tessa Thompson,/frasi-di/tessa-thompson/
Helen Thomson,/frasi-di/helen-thomson/
James Thomson,/frasi-di/james-thomson/
Henry David Thoreau,/frasi-di/henry-david-thoreau/
Billy Bob Thornton,/frasi-di/billy-bob-thornton/
Sven-Ole Thorsen,/frasi-di/sven-ole-thorsen/
James Grover Thurber,/frasi-di/james-groover-thurber/
Lord Edward Thurlow,/frasi-di/edward-thurlow/
Uma Thurman,/frasi-di/uma-thurman/
Paul Tibbets,/frasi-di/paul-tibbets/
Emperor Tiberius,/frasi-di/tiberio-giulio-cesare-augusto/
Frank Tibolt,/frasi-di/frank-tibolt/
Tibullus,/frasi-di/albio-tibullo/
Rachel Ticotin,/frasi-di/rachel-ticotin/
Cheryl Rae Tiegs,/frasi-di/cheryl-rae-tiegs/
Aroldo Tieri,/frasi-di/aroldo-tieri/
Lawrence Tierney,/frasi-di/lawrence-tierney/
Lionel Tiger,/frasi-di/lionel-tiger/
Henrik Tikkanen,/frasi-di/henrik-tikkanen/
Paul Johannes Tillich,/frasi-di/paul-johannes-tillich/
John Tillotson,/frasi-di/john-tillotson/
Jennifer Tilly,/frasi-di/jennifer-tilly/
Tim Cook,/frasi-di/tim-cook/
Justin Timberlake,/frasi-di/justin-timberlake/
Leopold Timmermans,/frasi-di/leopold-timmermans/
Timone,/frasi-di/timone/
Sabine Timoteo,/frasi-di/sabine-timoteo/
Wu Tingfang,/frasi-di/wu-tingfang/
Tirso de Molina,/frasi-di/tirso-de-molina/
Henri Tisot,/frasi-di/henri-tisot/
Raissa Maksimovna Titarenko Gorbaciova,/frasi-di/raissa-maksimovna-titarenko-gorbaciova/
Timothy Titcomb,/frasi-di/josiah-gilbert-holland/
Emperor Titus,/frasi-di/tito-flavio-vespasiano-tito/
Tito Boeri,/frasi-di/tito-boeri/
Titus Livy,/frasi-di/tito-livio/
Fëdor Tiutchev,/frasi-di/fedor-tiutchev/
Johnie To,/frasi-di/johnie-to/
Benedetta Tobagi,/frasi-di/benedetta-tobagi/
Mario Tobino,/frasi-di/mario-tobino/
Stephen Tobolowsky,/frasi-di/stephen-tobolowsky/
"Pietro Silvio Rivetta ""Toddi""",/frasi-di/pietro-silvio-rivetta-toddi/
Tzvetan Todorov,/frasi-di/tzvetan-todorov/
Maurice Toesca,/frasi-di/maurice-toesca/
Gianni Toffali,/frasi-di/gianni-toffali/
Alvin Toffler,/frasi-di/alvin-toffler/
Palmiro Togliatti,/frasi-di/palmiro-togliatti/
Ugo Tognazzi,/frasi-di/ugo-tognazzi/
Bruno Tolentino,/frasi-di/bruno-tolentino/
James Tolkan,/frasi-di/james-tolkan/
J.R.R. Tolkien,/frasi-di/john-ronald-reuel-tolkien/
Eckhart Tolle,/frasi-di/ulrich-leonard-tolle/
Alexis Tolstoï,/frasi-di/alexis-tolstoi/
Leo Tolstoy,/frasi-di/lev-nikolaevic-tolstoj/
Tom Welling,/frasi-di/tom-welling/
Nicholas Osborne Tomalin,/frasi-di/nicholas-osborne-tomalin/
Giuseppe Tomasi di Lampedusa,/frasi-di/giuseppe-tomasi-di-lampedusa/
Alberto Tomba,/frasi-di/alberto-tomba/
Marisa Tomei,/frasi-di/marisa-tomei/
Lily Tomlin,/frasi-di/lily-tomlin/
Niccolò Tommaseo,/frasi-di/niccolo-tommaseo/
Saint Thomas of Aquin,/frasi-di/tommaso-daquino/
Thomas à Kempis,/frasi-di/thomas-haemerkken/
Pier Vittorio Tondelli,/frasi-di/pier-vittorio-tondelli/
Stanley Tong,/frasi-di/stanley-tong/
Sandro Toni,/frasi-di/sandro-toni/
Danilo Toninelli,/frasi-di/danilo-toninelli/
Ersilio Tonini,/frasi-di/ersilio-tonini/
Tony Hawk,/frasi-di/tony-hawk/
Piero Tony,/frasi-di/piero-tony/
Jean Toomer,/frasi-di/jean-toomer/
Rodolphe Töpffer,/frasi-di/rodolphe-topffer/
Roland Topor,/frasi-di/roland-topor/
Rip Torn,/frasi-di/rip-torn/
Lietta Tornabuoni,/frasi-di/lietta-tornabuoni/
Giuseppe Tornatore,/frasi-di/giuseppe-tornatore/
Sitting Bull,/frasi-di/tatanka-lyothanka/
Ellis Paul Torrance,/frasi-di/ellis-paul-torrance/
Gonzalo Torrente Ballester,/frasi-di/gonzalo-torrente-ballester/
Maruja Torres,/frasi-di/maruja-torres/
Cinzia Th. Torrini,/frasi-di/cinzia-th-torrini/
Linus Torvalds,/frasi-di/linus-torvalds/
Tosca,/frasi-di/tosca/
Carlos Tosca,/frasi-di/carlos-tosca/
Oliviero Toscani,/frasi-di/oliviero-toscani/
Arturo Toscanini,/frasi-di/arturo-toscanini/
Robert Richard Toth,/frasi-di/robert-richard-toth/
Totò,/frasi-di/antonio-de-curtis/
Francesco Totti,/frasi-di/francesco-totti/
Paul-Jean Toulet,/frasi-di/paul-jean-toulet/
Stephen Toulmin,/frasi-di/stephen-toulmin/
Alain Touraine,/frasi-di/alain-touraine/
Achille Tournier,/frasi-di/achille-tournier/
Michel Tournier,/frasi-di/michel-tournier/
Paul Tournier,/frasi-di/paul-tournier/
Alphonse Toussenel,/frasi-di/alphonse-toussenel/
George Alfred Townsend,/frasi-di/george-alfred-townsend/
Robert Townsend,/frasi-di/robert-townsend/
Pete Townshend,/frasi-di/pete-townshend/
Arnold Joseph Toynbee,/frasi-di/arnold-joseph-toynbee/
Federigo Tozzi,/frasi-di/federigo-tozzi/
Umberto Tozzi,/frasi-di/umberto-tozzi/
Alberto Trabucchi,/frasi-di/alberto-trabucchi/
Pietro  Trabucchi,/frasi-di/pietro-trabucchi/
Brian Tracy,/frasi-di/brian-tracy/
Spencer Tracy,/frasi-di/spencer-tracy/
Thomas Traherne,/frasi-di/thomas-traherne/
Giancarlo Tramutoli,/frasi-di/giancarlo-tramutoli/
Tomas Tranströmer,/frasi-di/tomas-transtromer/
Giovanni Trapattoni,/frasi-di/giovanni-trapattoni/
Trasimaco,/frasi-di/trasimaco/
Marco Travaglio,/frasi-di/marco-travaglio/
Ida Travi,/frasi-di/ida-travi/
John Travolta,/frasi-di/john-travolta/
Timothy Treadwell,/frasi-di/timothy-treadwell/
Herbert Beerbohm Tree,/frasi-di/herbert-beerbohm-tree/
Danny Trejo,/frasi-di/danny-trejo/
Tremendous,/frasi-di/charlie-jones/
Archbishop Richard Chenevix Trench,/frasi-di/richard-chenevix-trench/
Charles Trenet,/frasi-di/charles-trenet/
George Macaulay Trevelyan,/frasi-di/george-macaulay-trevelyan/
Lee Trevino,/frasi-di/lee-trevino/
Vitaliano Trevisan,/frasi-di/vitaliano-trevisan/
Giovanni Tria,/frasi-di/giovanni-tria/
Calvin Trillin,/frasi-di/calvin-trillin/
Lionel Trilling,/frasi-di/lionel-trilling/
Trilussa,/frasi-di/carlo-alberto-salustri/
Sarah Kirby Trimmer,/frasi-di/sarah-kirby-trimmer/
Jasmine Trinca,/frasi-di/jasmine-trinca/
Jean-Louis Trintignant,/frasi-di/jean-louis-trintignant/
Elsa Triolet,/frasi-di/elsa-triolet/
Flora Tristan,/frasi-di/flora-tristan/
Gian Giacomo Trivulzio,/frasi-di/gian-giacomo-trivulzio/
Licia Troisi,/frasi-di/licia-troisi/
Massimo Troisi,/frasi-di/massimo-troisi/
Thaddäus Troll,/frasi-di/thaddaus-troll/
Anthony Trollope,/frasi-di/anthony-trollope/
Didier Tronchet,/frasi-di/didier-tronchet/
Leon Trotsky,/frasi-di/lev-davydovic-trotzkij/
Armand Trousseau,/frasi-di/armand-trousseau/
Steven Russell Trout,/frasi-di/steven-russell-trout/
Edward Livingston Trudeau,/frasi-di/edward-livingston-trudeau/
Gary Trudeau,/frasi-di/gary-trudeau/
Pierre Elliott Trudeau,/frasi-di/pierre-elliott-trudeau/
David Trueba,/frasi-di/david-trueba/
Fernando Trueba,/frasi-di/fernando-trueba/
François Truffaut,/frasi-di/francois-truffaut/
Dalton Trumbo,/frasi-di/dalton-trumbo/
Henry Clay Trumbull,/frasi-di/henry-clay-trumbull/
Donald J. Trump,/frasi-di/donald-trump/
Melania Trump,/frasi-di/melania-trump/
Joseph Trumpeldor,/frasi-di/joseph-trumpeldor/
Toni Trupia,/frasi-di/toni-trupia/
Konstantin Tsiolkovsky,/frasi-di/konstantin-tsiolkovsky/
Alexīs Tsipras,/frasi-di/alexis-tsipras-1/
Paul Efthemios Tsongas,/frasi-di/paul-efthemios-tsongas/
Yamamoto Tsunetomo,/frasi-di/yamamoto-tsunetomo/
Tu Fu,/frasi-di/tu-fu/
Stanley Tucci,/frasi-di/stanley-tucci/
Barbara W. Tuchman,/frasi-di/barbara-tuchman/
Kurt Tucholsky,/frasi-di/kurt-tucholsky/
Thucydides,/frasi-di/tucidide/
Allen Tucker,/frasi-di/allen-tucker/
Sophie Tucker,/frasi-di/sophie-tucker/
Alan Tudyk,/frasi-di/alan-tudyk/
Lem Tuggle,/frasi-di/lem-tuggle/
Patrick Tuler,/frasi-di/patrick-tuler/
Jim Tully,/frasi-di/jim-tully/
Martin Farquhar Tupper,/frasi-di/martin-farquhar-tupper/
Filippo Turati,/frasi-di/filippo-turati/
Paola Turci,/frasi-di/paola-turci/
Ivan Sergeyevich Turgenev,/frasi-di/ivan-sergeevic-turgenev/
Turgot,/frasi-di/anne-robert-jacques-turgot/
Alan Mathison Turing,/frasi-di/alan-mathison-turing/
Joe Turkel,/frasi-di/joe-turkel/
Agnes Sligh Turnbull,/frasi-di/agnes-sligh-turnbull/
Herbert Westren Turnbull,/frasi-di/herbert-westren-turnbull/
Maraget Turnbull,/frasi-di/maraget-turnbull/
Wendy Turnbull,/frasi-di/wendy-turnbull/
Colin Turner,/frasi-di/colin-turner/
Dale Turner,/frasi-di/dale-turner/
Kathleen Turner,/frasi-di/kathleen-turner/
Lana Turner,/frasi-di/lana-turner/
Ted Turner,/frasi-di/ted-turner/
Tina Turner,/frasi-di/tina-turner/
David Maria Turoldo,/frasi-di/david-maria-turoldo/
John Turturro,/frasi-di/john-turturro/
Thomas Tusser,/frasi-di/thomas-tusser/
Ilaria Tuti,/frasi-di/ilaria-tuti/
Desmond Tutu,/frasi-di/desmond-tutu/
Julian Tuwim,/frasi-di/julian-tuwim/
Mark Twain,/frasi-di/mark-twain/
Howard James Twilley,/frasi-di/howard-james-twilley/
David Twohy,/frasi-di/david-twohy/
Frank Tyger,/frasi-di/frank-tyger/
Tom Tykwer,/frasi-di/tom-tykwer/
Morten Tyldum,/frasi-di/morten-tyldum/
Anne Tyler,/frasi-di/anne-tyler/
Liv Tyler,/frasi-di/liv-tyler/
Mary Tyler Moore,/frasi-di/mary-tyler-moore/
Steven Tyler,/frasi-di/steven-tyler/
Willie Tyler,/frasi-di/willie-tyler/
Kenneth Tynan,/frasi-di/kenneth-tynan/
John Tyndall,/frasi-di/john-tyndall/
Jurij Nikolaevič Tynjanov,/frasi-di/jurij-nikolaevic-tynjanov/
Cicely Tyson,/frasi-di/cicely-tyson/
Mike Tyson,/frasi-di/mike-tyson/
Chuang Tzu,/frasi-di/chuang-tzu/
Kuan Yin Tzu,/frasi-di/kuan-yin-tzu/
Mo Tzu,/frasi-di/mo-tzu/
Toni Ucci,/frasi-di/toni-ucci/
Brenda Ueland,/frasi-di/brenda-ueland/
Morihei Ueshiba,/frasi-di/morihei-ueshiba/
Ugo di San Vittore,/frasi-di/ugo-di-san-vittore/
Fred Uhlman,/frasi-di/fred-uhlman/
Stanislaw Marcin Ulam,/frasi-di/stanislaw-marcin-ulam/
Renzo Ulivieri,/frasi-di/renzo-ulivieri/
Samuel Ullman,/frasi-di/samuel-ullman/
Edgar G. Ulmer,/frasi-di/edgar-g-ulmer/
Ulpian,/frasi-di/eneo-domizio-ulpiano/
Laurel Thatcher Ulrich,/frasi-di/laurel-thatcher-ulrich/
Ultimo,/frasi-di/ultimo/
Evelyn Underhill,/frasi-di/evelyn-underhill/
Wilbur Underhill,/frasi-di/wilbur-underhill/
Sigrid Undset,/frasi-di/sigrid-undset/
Giuseppe Ungaretti,/frasi-di/giuseppe-ungaretti/
J. Unger,/frasi-di/j-unger/
Johnny Unitas,/frasi-di/johnny-unitas/
Lee Unkrich,/frasi-di/lee-unkrich/
Bobby Unser,/frasi-di/robert-william-unser/
Al Unser Jr.,/frasi-di/al-unser-jr/
John Updike,/frasi-di/john-updike/
Kate Upton,/frasi-di/kate-upton/
Harold Clayton Urey,/frasi-di/harold-clayton-urey/
Álvaro Uribe Vélez,/frasi-di/alvaro-uribe-velez/
Leon Uris,/frasi-di/leon-uris/
Alberto Urso,/frasi-di/alberto-urso/
Ursula von der Leyen,/frasi-di/ursula-von-der-leyen/
Peter Alexander Ustinov,/frasi-di/peter-alexander-ustinov/
Mark Uytterhoeven,/frasi-di/mark-uytterhoeven/
Jimmy V.,/frasi-di/james-thomas-anthony-valvano/
Roberto Vacca,/frasi-di/roberto-vacca/
Paolo Vaccari,/frasi-di/paolo-vaccari/
Gianluca Vacchi,/frasi-di/gianluca-vacchi/
Horace Annesley Vachell,/frasi-di/horace-annesley-vachell/
George Eman Vaillant,/frasi-di/george-eman-vaillant/
Enrico Vaime,/frasi-di/enrico-vaime/
Angelo Vaira,/frasi-di/angelo-vaira/
Jorge Valdano,/frasi-di/jorge-valdano/
Jeff Valdez,/frasi-di/jeff-valdez/
Walter Valdi,/frasi-di/walter-valdi/
Patrizia Valduga,/frasi-di/patrizia-valduga/
Valentino da Interamna,/frasi-di/valentino-da-interamna/
Valentino,/frasi-di/valentino-garavani/
Rodolfo Valentino,/frasi-di/rodolfo-valentino/
Valentino Zeichen,/frasi-di/giuseppe-mario-zeichen/
Diego Valeri,/frasi-di/diego-valeri/
Franca Valeri,/frasi-di/franca-valeri/
Chiara Valerio,/frasi-di/chiara-valerio/
Valerius Maximus,/frasi-di/valerio-massimo/
Paul Valéry,/frasi-di/paul-ambroise-valery/
Leo Valiani,/frasi-di/leo-valiani/
Sri Vallabhacharya,/frasi-di/sri-vallabhacharya/
Jean-Marc Vallée,/frasi-di/jean-marc-vallee/
Maria Valtorta,/frasi-di/maria-valtorta/
Wiet van Broeckhoven,/frasi-di/wiet-van-broeckhoven/
Abigail Van Buren,/frasi-di/abigail-van-buren/
Martin Van Buren,/frasi-di/martin-van-buren/
Lee Van Cleef,/frasi-di/lee-van-cleef/
Jean-Claude Van Damme,/frasi-di/jean-claude-camille-francois-van-varenberg/
Karel Van de Woestijne,/frasi-di/karel-van-de-woestijne/
Gie van den Berghe,/frasi-di/gie-van-den-berghe/
Arthur Moeller Van den Bruck,/frasi-di/arthur-moeller-van-den-bruck/
James Van Der Beek,/frasi-di/james-william-van-der-beek-jr/
Ina van der Beugel,/frasi-di/ina-van-der-beugel/
Maxence Van der Meersch,/frasi-di/maxence-van-der-meersch/
Laurens van der Post,/frasi-di/laurens-van-der-post/
Jeroen van der Veer,/frasi-di/jeroen-van-der-veer/
S.S. van Dine,/frasi-di/s-s-van-dine/
Carl Van Doren,/frasi-di/carl-van-doren/
Mamie van Doren,/frasi-di/joan-lucille-olander/
Mark Van Doren,/frasi-di/mark-van-doren/
Jaco Van Dormael,/frasi-di/jaco-van-dormael/
Dick Van Dyke,/frasi-di/dick-van-dyke/
Henry van Dyke,/frasi-di/henry-van-dyke/
Vincent van Gogh,/frasi-di/vincent-van-gogh/
Roger Van Gool,/frasi-di/roger-van-gool/
Tod Ellis Van Hoosear,/frasi-di/tod-ellis-van-hoosear/
Harriet Van Horne,/frasi-di/harriet-van-horne/
Adrian Van Kaam,/frasi-di/adrian-van-kaam/
Kees Van Kooten,/frasi-di/kees-van-kooten/
Antonie van Leeuwenhoek,/frasi-di/antonie-van-leeuwenhoek/
Hendrik Willem van Loon,/frasi-di/hendrik-willem-van-loon/
Herman Van Molle,/frasi-di/herman-van-molle/
Paul van Ostaijen,/frasi-di/paul-van-ostaijen/
Gerrie Van Rompaey,/frasi-di/gerrie-van-rompaey/
Jan van Ruysbroeck,/frasi-di/jan-van-ruysbroeck/
Gus Van Sant,/frasi-di/gus-van-sant/
Andy Van Slyke,/frasi-di/andy-van-slyke/
Carl van Vechten,/frasi-di/carl-van-vechten/
Bob Van Voris,/frasi-di/bob-van-voris/
Anton van Wilderode,/frasi-di/anton-van-wilderode/
Townes Van Zandt,/frasi-di/townes-van-zandt/
John Vanbrugh,/frasi-di/john-vanbrugh/
Arthur Hendrick Vandenberg,/frasi-di/arthur-hendrick-vandenberg/
Gloria Vanderbilt,/frasi-di/gloria-vanderbilt/
Jean Vanier,/frasi-di/jean-vanier/
Anton Vanligt,/frasi-di/anton-vanligt/
Marco Vannini,/frasi-di/marco-vannini/
Ornella Vanoni,/frasi-di/ornella-vanoni/
Bartolomeo Vanzetti,/frasi-di/bartolomeo-vanzetti/
Carlo Vanzina,/frasi-di/carlo-vanzina/
Gustave Vapereau,/frasi-di/gustave-vapereau/
Nicolas Vaporidis,/frasi-di/nicolas-vaporidis/
Alessandro Varaldo,/frasi-di/alessandro-varaldo/
Daniele Varè,/frasi-di/daniele-vare/
Emiliano Chamorro Vargas,/frasi-di/emiliano-chamorro-vargas/
Fred Vargas,/frasi-di/fred-vargas/
Mario Vargas Llosa,/frasi-di/mario-vargas-llosa/
José María Vargas Vila,/frasi-di/jose-maria-vargas-vila/
Gianīs Varoufakīs,/frasi-di/gianis-varoufakis/
Varro,/frasi-di/marco-terenzio-varrone/
Turi Vasile,/frasi-di/turi-vasile/
Sebastiano Vassalli,/frasi-di/sebastiano-vassalli/
Sadhu T. L. Vaswani,/frasi-di/sadhu-t-l-vaswani/
Gianni Vattimo,/frasi-di/gianni-vattimo/
Samuel Matthews Vauclain,/frasi-di/samuel-matthews-vauclain/
Bill Vaughan,/frasi-di/william-e-vaughan/
Henry Vaughan,/frasi-di/henry-vaughan/
Peter Vaughan,/frasi-di/peter-vaughan/
Matthew Vaughn,/frasi-di/matthew-vaughn/
Vince Vaughn,/frasi-di/vince-vaughn/
Vauro,/frasi-di/vauro/
Marquis de Vauvenargues,/frasi-di/luc-de-clapiers-de-vauvenargues/
Manuel Vazquez Montalban,/frasi-di/manuel-vazquez-montalban/
Debra Veal,/frasi-di/debra-veal/
Roberto Vecchioni,/frasi-di/roberto-vecchioni/
Eddie Vedder,/frasi-di/eddie-vedder/
Jimmy Vee,/frasi-di/jimmy-vee/
Claudia Vega,/frasi-di/claudia-vega/
Simone Veil,/frasi-di/simone-veil/
Julio Velasco,/frasi-di/julio-velasco/
Lupe Vélez,/frasi-di/maria-guadalupe-villalobos-velez/
Immanuel Velikovsky,/frasi-di/immanuel-velikovsky/
Viola Veloce,/frasi-di/viola-veloce/
Walter Veltroni,/frasi-di/walter-veltroni/
Saint Venantius Fortunatus,/frasi-di/venanzio-fortunato/
Antonello Venditti,/frasi-di/antonio-venditti/
Nichi Vendola,/frasi-di/nichi-vendola/
Massimo Venier,/frasi-di/massimo-venier/
Diane Venora,/frasi-di/diane-venora/
Milo Ventimiglia,/frasi-di/milo-ventimiglia/
Simona Ventura,/frasi-di/simona-ventura/
Alessandro Venturini,/frasi-di/alessandro-venturini/
Joe Venuti,/frasi-di/joe-venuti/
Mario Venuti,/frasi-di/mario-venuti/
Vera Q.,/frasi-di/vera-q/
L. Verbeeck,/frasi-di/l-verbeeck/
Gore Verbinski,/frasi-di/gore-verbinski/
Horacio Verbitsky,/frasi-di/horacio-verbitsky/
Dino Verde,/frasi-di/dino-verde/
Carlo Verdone,/frasi-di/carlo-verdone/
Giovanni Verga,/frasi-di/giovanni-verga/
Orio Vergani,/frasi-di/orio-vergani/
Dario Vergassola,/frasi-di/dario-vergassola/
Émile Verhaeren,/frasi-di/emile-verhaeren/
Leopold Verhagen,/frasi-di/leopold-verhagen/
Toon Verhoeven,/frasi-di/toon-verhoeven/
Paul Verlaine,/frasi-di/paul-verlaine/
Frans Verleyen,/frasi-di/frans-verleyen/
Caroline Vermalle,/frasi-di/caroline-vermalle/
Willem Vermandere,/frasi-di/willem-vermandere/
Dick Vermeil,/frasi-di/dick-vermeil/
August Vermeylen,/frasi-di/august-vermeylen/
Jules Verne,/frasi-di/jules-verne/
Pierre Véron,/frasi-di/pierre-veron/
Giovanni Veronesi,/frasi-di/giovanni-veronesi/
Sandro Veronesi,/frasi-di/sandro-veronesi/
Umberto Veronesi,/frasi-di/umberto-veronesi/
Anacleto Verrecchia,/frasi-di/anacleto-verrecchia/
Pietro Verri,/frasi-di/pietro-verri/
Donatella Versace,/frasi-di/donatella-versace/
Gianni Versace,/frasi-di/gianni-versace/
Luc Versteylen,/frasi-di/luc-versteylen/
Anna Vertua Gentile,/frasi-di/anna-vertua-gentile/
Luigi Maria Verzé,/frasi-di/luigi-maria-verze/
Bruno Vespa,/frasi-di/bruno-vespa/
Emperor Vespasian,/frasi-di/tito-flavio-vespasiano/
Beppe Vessicchio,/frasi-di/beppe-vessicchio/
George Graham Vest,/frasi-di/george-graham-vest/
Simon Vestdijk,/frasi-di/simon-vestdijk/
Gianluca Vialli,/frasi-di/gianluca-vialli/
Boris Vian,/frasi-di/boris-vian/
Edoardo Vianello,/frasi-di/edoardo-vianello/
Raimondo Vianello,/frasi-di/raimondo-vianello/
Daniele Vicari,/frasi-di/daniele-vicari/
Marco Vicari,/frasi-di/marco-vicari/
Margherita Vicario,/frasi-di/margherita-vicario/
Azeglio Vicini,/frasi-di/azeglio-vicini/
Giambattista Vico,/frasi-di/giambattista-vico/
Victor Mature,/frasi-di/victor-mature/
Victoria Beckham,/frasi-di/victoria-beckham/
Victoria Cabello,/frasi-di/victoria-cabello/
Victoria Principal,/frasi-di/victoria-principal/
King Vidor,/frasi-di/king-vidor/
Paolo Vidoz,/frasi-di/paolo-vidoz/
Vidyapati,/frasi-di/vidyapati/
Christian Vieri,/frasi-di/christian-vieri/
Louis Vigée,/frasi-di/louis-vigee/
 Andrea Viglioglia,/frasi-di/andrea-viglioglia-1/
Pierluigi Vigna,/frasi-di/pierluigi-vigna/
Viktor Orbán,/frasi-di/viktor-orban/
Matteo Villa,/frasi-di/matteo-villa/
Francisco Villaespesa,/frasi-di/francisco-villaespesa/
Paolo Villaggio,/frasi-di/paolo-villaggio/
Gian Mario Villalta,/frasi-di/gian-mario-villalta/
Abel-François Villemain,/frasi-di/abel-francois-villemain/
Joseph Gilles Henri Villeneuve,/frasi-di/joseph-gilles-henri-villeneuve/
François Villon,/frasi-di/francois-villon/
